tid,sid,lat,lon,time,angle,speed,label
7,10,0.128,-31.387,1092020400,349.1597,4.43426,FISHING
7,10,0.201,-31.4,1092022260,349.9026,4.43276,FISHING
7,10,0.268,-31.414,1092024000,348.1977,4.37412,FISHING
7,10,0.416,-31.467,1092027960,340.2976,4.4142,FISHING
7,10,0.532,-31.522,1092031200,334.6336,4.40584,FISHING
7,10,0.636,-31.577,1092034140,332.1296,4.44955,FISHING
7,10,0.662,-31.588,1092034800,337.0693,4.75626,FISHING
7,10,0.792,-31.652,1092038400,333.7908,4.47552,FISHING
7,10,0.796,-31.659,1092040320,299.7473,0.466884,FISHING
7,10,0.799,-31.671,1092042000,284.0376,0.818619,FISHING
7,10,0.801,-31.685,1092044040,278.131,0.770776,FISHING
7,10,0.802,-31.697,1092045600,274.7642,0.858227,FISHING
7,10,0.807,-31.725,1092049200,280.1258,0.878446,FISHING
7,10,0.812,-31.755,1092053040,279.4635,0.880608,FISHING
7,10,0.733,-31.703,1092056400,146.648,3.12985,FISHING
7,10,0.667,-31.681,1092058980,161.5662,2.99837,FISHING
7,10,0.659,-31.671,1092059280,128.6616,4.74644,FISHING
7,10,0.569,-31.683,1092063600,187.5943,2.33706,FISHING
7,10,0.532,-31.655,1092065160,142.8843,3.30731,FISHING
8,10,0.467,-31.636,1092067440,163.7065,3.30268,FISHING
8,10,0.417,-31.598,1092070800,142.7658,2.07831,FISHING
8,10,0.407,-31.611,1092073680,232.4307,0.63323,FISHING
8,10,0.391,-31.599,1092074400,143.1307,3.08872,FISHING
8,10,0.349,-31.512,1092078000,115.7695,2.98391,FISHING
8,10,0.305,-31.516,1092079560,185.1944,3.1492,FISHING
8,10,0.245,-31.488,1092081600,154.9833,3.60902,FISHING
8,10,0.146,-31.456,1092085200,162.0875,3.21363,FISHING
8,10,0.114,-31.45,1092086100,169.3804,4.02249,FISHING
8,10,0.029,-31.411,1092089220,155.3532,3.333,FISHING
8,10,-0.064,-31.367,1092092400,154.6803,3.59752,FISHING
8,10,-0.116,-31.383,1092095460,197.1027,1.97701,FISHING
8,10,-0.153,-31.467,1092097740,246.2275,4.47645,FISHING
8,10,-0.172,-31.538,1092099600,255.0182,4.39388,FISHING
8,10,-0.182,-31.674,1092103200,265.7944,4.21202,FISHING
8,10,-0.143,-31.681,1092104220,349.8245,4.31951,FISHING
8,10,-0.098,-31.69,1092105360,348.6901,4.4762,FISHING
8,10,-0.042,-31.695,1092106800,354.8978,4.34145,FISHING
8,10,0.103,-31.706,1092110400,355.6617,4.49155,FISHING
8,10,0.215,-31.718,1092113280,353.8845,4.349,FISHING
8,10,0.23,-31.734,1092114000,313.1526,3.38706,FISHING
8,10,0.182,-31.865,1092117600,249.8767,4.3093,FISHING
8,10,0.154,-31.913,1092118980,239.7435,4.47758,FISHING
8,10,0.138,-31.942,1092119820,241.1134,4.38438,FISHING
8,10,0.11,-31.992,1092121200,240.7512,4.6175,FISHING
8,10,0.04,-32.116,1092124800,240.5546,4.39818,FISHING
8,10,0.016,-32.157,1092126060,239.6568,4.19257,FISHING
8,10,-0.034,-32.235,1092128880,237.3391,3.65326,FISHING
8,10,-0.042,-32.223,1092132000,123.6901,0.513999,FISHING
8,10,-0.038,-32.232,1092134820,293.9625,0.388349,FISHING
8,10,-0.037,-32.234,1092135600,296.5651,0.318768,FISHING
8,10,-0.036,-32.241,1092137880,278.1301,0.344854,FISHING
8,10,-0.037,-32.246,1092139200,258.6901,0.429534,FISHING
8,10,-0.035,-32.25,1092141000,296.5651,0.276266,FISHING
8,10,-0.016,-32.207,1092142800,66.1613,2.90408,FISHING
8,10,0,-32.183,1092143820,56.3099,3.14446,FISHING
8,10,0.012,-32.156,1092144960,66.0375,2.88196,FISHING
8,10,0.037,-32.112,1092146400,60.3955,3.90775,FISHING
8,10,0.112,-32.012,1092150000,53.13,3.86093,FISHING
8,10,0.116,-32.003,1092150900,66.0375,1.21682,FISHING
8,10,0.151,-31.953,1092152880,55.0079,3.42754,FISHING
8,10,0.165,-31.936,1092153600,50.5274,3.40112,FISHING
8,10,0.205,-31.876,1092157200,56.3097,2.22732,FISHING
8,10,0.224,-31.863,1092158520,34.3801,1.93931,FISHING
8,10,0.237,-31.852,1092160800,40.2361,0.830515,FISHING
8,10,0.24,-31.797,1092164400,86.8777,1.70132,FISHING
8,10,0.217,-31.777,1092165840,138.9911,2.35358,FISHING
8,10,0.157,-31.759,1092168000,163.3008,3.22475,FISHING
8,10,0.06,-31.727,1092171300,161.7424,3.44172,FISHING
8,10,0.043,-31.716,1092172140,147.0948,2.68039,FISHING
8,10,-0.008,-31.699,1092174420,161.565,2.6218,FISHING
8,10,-0.028,-31.694,1092175200,165.9638,2.9389,FISHING
8,10,0.002,-31.719,1092178800,320.1944,1.20619,FISHING
8,10,-0.03,-31.69,1092180360,137.8156,3.07822,FISHING
8,10,-0.101,-31.651,1092182880,151.2202,3.57439,FISHING
8,10,-0.163,-31.614,1092184920,149.1724,3.93549,FISHING
8,10,-0.166,-31.653,1092186000,265.6012,4.02722,FISHING
8,11,-0.17,-31.769,1092189120,268.0249,4.13661,NOT_FISHING
8,11,-0.174,-31.833,1092190860,266.4236,4.09789,NOT_FISHING
8,11,-0.175,-31.885,1092192240,268.8982,4.19071,NOT_FISHING
8,11,-0.176,-31.92,1092193200,268.3634,4.05562,NOT_FISHING
8,12,-0.182,-32.052,1092196800,267.3972,4.08134,FISHING
8,12,-0.141,-32.075,1092198480,330.7087,3.11151,FISHING
8,12,-0.069,-32.084,1092200400,352.875,4.20226,FISHING
8,12,0.069,-32.102,1092204060,352.5686,4.22811,FISHING
8,12,0.202,-32.123,1092207600,351.0274,4.22942,FISHING
8,12,0.213,-32.27,1092211200,274.2798,4.55312,FISHING
8,12,0.192,-32.282,1092211980,209.7447,3.448,FISHING
8,12,0.092,-32.275,1092214800,175.9958,3.95273,FISHING
8,12,0.001,-32.271,1092217380,177.4831,3.92578,FISHING
8,12,-0.035,-32.27,1092218400,178.4089,3.92604,FISHING
8,12,-0.159,-32.268,1092222000,179.076,3.83055,FISHING
8,12,-0.181,-32.186,1092225600,105.0185,2.62233,FISHING
8,12,-0.144,-32.073,1092228960,71.8699,3.93494,FISHING
8,12,-0.138,-32.022,1092230940,83.2902,2.88386,FISHING
8,12,-0.128,-32.007,1092232800,56.3099,1.07774,FISHING
8,12,-0.035,-32.029,1092236400,346.6908,2.95182,FISHING
8,12,0.007,-32.051,1092237720,332.354,3.99401,FISHING
8,12,0.047,-32.094,1092240000,312.93,2.86416,FISHING
8,12,0.145,-32.14,1092243600,334.8553,3.34385,FISHING
8,12,0.169,-32.245,1092247200,282.8752,3.32681,FISHING
8,12,0.228,-32.347,1092250800,300.0468,3.6396,FISHING
8,12,0.222,-32.359,1092251580,243.4348,1.9126,FISHING
8,12,0.215,-32.389,1092254400,256.8659,1.21469,FISHING
8,12,0.178,-32.389,1092257160,180,1.49066,FISHING
8,12,0.153,-32.383,1092258000,166.5043,3.40335,FISHING
8,12,0.127,-32.302,1092261600,107.7959,2.62761,FISHING
8,12,0.046,-32.246,1092265200,145.3416,3.04159,FISHING
8,12,-0.005,-32.217,1092267900,150.3762,2.41617,FISHING
8,12,-0.03,-32.195,1092268800,138.6522,4.11442,FISHING
8,12,-0.084,-32.157,1092271020,144.8658,3.30731,FISHING
8,12,-0.123,-32.16,1092272400,184.3987,3.15175,FISHING
8,12,-0.107,-32.223,1092274440,284.25,3.54297,FISHING
8,12,-0.041,-32.235,1092276120,349.6952,4.43999,FISHING
8,12,0.09,-32.266,1092279600,346.6864,4.30139,FISHING
8,12,0.195,-32.339,1092282900,325.1917,4.30906,FISHING
8,12,0.312,-32.443,1092286800,318.367,4.46319,FISHING
8,12,0.378,-32.527,1092289380,308.158,4.60406,FISHING
8,12,0.404,-32.559,1092290400,309.0946,4.49473,FISHING
8,12,0.497,-32.675,1092294000,308.7213,4.59219,FISHING
8,12,0.59,-32.792,1092297600,308.482,4.61628,FISHING
8,12,0.665,-32.885,1092301200,308.8867,3.69011,FISHING
8,12,0.637,-32.872,1092303240,155.0966,1.68266,FISHING
8,12,0.647,-32.882,1092304920,315.0019,0.936003,FISHING
8,12,0.661,-32.896,1092307740,315.0019,0.780665,FISHING
8,12,0.665,-32.9,1092308400,315.0019,0.953019,FISHING
8,12,0.675,-32.913,1092310860,307.5706,0.741323,FISHING
8,12,0.679,-32.919,1092312000,303.6919,0.703333,FISHING
8,12,0.668,-32.94,1092314040,242.3525,1.29211,FISHING
8,12,0.643,-32.903,1092315600,124.0475,3.18276,FISHING
8,12,0.631,-32.886,1092316560,125.2192,2.41013,FISHING
8,12,0.578,-32.832,1092319740,134.4658,2.64566,FISHING
8,12,0.517,-32.796,1092322560,149.4534,2.79288,FISHING
8,12,0.456,-32.722,1092326400,129.5003,2.77695,FISHING
8,12,0.4,-32.689,1092329040,149.4903,2.73773,FISHING
8,12,0.386,-32.677,1092330000,139.3993,2.13574,FISHING
8,12,0.346,-32.611,1092333600,121.2187,2.38371,FISHING
8,12,0.289,-32.574,1092337200,147.0118,2.09898,FISHING
8,12,0.217,-32.567,1092340800,174.4471,2.23438,FISHING
8,12,0.195,-32.56,1092342900,162.35,1.22244,FISHING
8,12,0.173,-32.538,1092344400,135.0001,2.30638,FISHING
8,12,0.143,-32.461,1092348000,111.2864,2.55246,FISHING
8,12,0.13,-32.424,1092349680,109.359,2.59569,FISHING
8,12,0.119,-32.384,1092351600,105.3762,2.40255,FISHING
8,12,0.102,-32.36,1092352800,125.3112,2.72528,FISHING
8,12,0.108,-32.289,1092355200,85.1695,3.30124,FISHING
8,12,0.118,-32.258,1092356160,72.1212,3.77286,FISHING
8,12,0.142,-32.268,1092358800,337.3802,1.0951,FISHING
8,12,0.145,-32.272,1092359520,306.87,0.772185,FISHING
8,12,0.183,-32.312,1092362400,313.5314,2.13017,FISHING
8,12,0.073,-32.282,1092366000,164.7449,3.52171,FISHING
8,12,0.016,-32.273,1092367740,171.0274,3.68772,FISHING
8,12,-0.042,-32.263,1092369600,170.2176,3.51853,FISHING
8,12,-0.159,-32.253,1092373200,175.1148,3.62701,FISHING
8,12,-0.194,-32.251,1092374280,176.7295,3.60942,FISHING
8,12,-0.248,-32.217,1092376800,147.8045,2.81571,FISHING
8,12,-0.182,-32.151,1092380400,44.9999,2.88297,FISHING
8,12,-0.071,-32.155,1092383340,357.9362,4.2009,FISHING
8,12,-0.043,-32.155,1092384000,0,4.71736,FISHING
8,12,0.098,-32.164,1092387600,356.3478,4.364,FISHING
8,12,0.148,-32.192,1092389280,330.7513,3.79295,FISHING
8,12,0.174,-32.271,1092391200,288.2173,4.81661,FISHING
8,12,0.201,-32.393,1092394800,282.4793,3.85943,FISHING
8,12,0.204,-32.396,1092395520,315.0002,0.65522,FISHING
8,12,0.215,-32.419,1092398640,295.5602,0.908625,FISHING
8,12,0.263,-32.433,1092402000,343.74,1.65469,FISHING
8,12,0.199,-32.431,1092404820,178.2101,2.5248,FISHING
8,12,0.183,-32.42,1092405600,145.4916,2.76796,FISHING
8,12,0.151,-32.397,1092408180,144.2934,1.69844,FISHING
8,12,0.13,-32.376,1092409200,135.0001,3.23756,FISHING
8,12,0.087,-32.301,1092412800,119.8271,2.67029,FISHING
10,12,0.441,-33.057,1092758400,295.0932,0.936031,FISHING
10,12,0.465,-33.059,1092760080,355.2365,1.594,FISHING
10,12,0.487,-33.069,1092762000,335.5568,1.39955,FISHING
10,12,0.52,-32.992,1092765600,66.8003,2.58747,FISHING
10,12,0.457,-32.94,1092769200,140.4646,2.52311,FISHING
10,12,0.409,-32.943,1092771420,183.5762,2.40891,FISHING
10,12,0.404,-32.93,1092772800,111.0379,1.12227,FISHING
10,12,0.338,-32.857,1092776400,132.1174,3.03968,FISHING
10,12,0.325,-32.85,1092777300,151.6996,1.82419,FISHING
10,12,0.304,-32.833,1092778140,141.0094,3.57655,FISHING
10,12,0.272,-32.825,1092780000,165.9639,1.97191,FISHING
10,12,0.196,-32.845,1092783600,194.7435,2.42737,FISHING
10,12,0.202,-32.839,1092786900,44.9998,0.285914,FISHING
10,12,0.169,-32.78,1092789720,119.2193,2.66558,FISHING
10,12,0.174,-32.763,1092790800,73.6104,1.82442,FISHING
10,12,0.319,-32.773,1092794400,356.0549,4.48932,FISHING
10,12,0.376,-32.781,1092795960,352.0108,4.10271,FISHING
10,12,0.457,-32.793,1092798000,351.5733,4.46328,FISHING
10,12,0.496,-32.799,1092799020,351.2542,4.30159,FISHING
10,12,0.595,-32.815,1092801600,350.8199,4.32214,FISHING
10,12,0.699,-32.829,1092804960,352.3338,3.47279,FISHING
10,12,0.842,-32.834,1092808800,357.9977,4.14338,FISHING
10,12,0.985,-32.838,1092812400,358.398,4.41864,FISHING
10,12,1.066,-32.827,1092816000,7.7323,2.52484,FISHING
10,12,1.067,-32.833,1092817920,279.464,0.352218,FISHING
10,12,1.074,-32.842,1092819600,307.8799,0.754571,FISHING
10,12,1.089,-32.861,1092823560,308.2953,0.679659,FISHING
10,12,1.099,-32.875,1092826800,305.5428,0.590382,FISHING
10,12,1.103,-32.888,1092829800,287.1058,0.504053,FISHING
10,12,1.001,-32.861,1092834000,165.1757,2.79342,FISHING
10,12,0.964,-32.865,1092835440,186.1693,2.87373,FISHING
10,12,0.937,-32.864,1092836340,177.8792,3.33813,FISHING
10,12,0.906,-32.872,1092837600,194.4686,2.82535,FISHING
10,12,0.841,-32.861,1092841200,170.3958,2.03623,FISHING
10,12,0.817,-32.875,1092842280,210.2539,2.86061,FISHING
10,12,0.752,-32.892,1092845100,194.6556,2.6492,FISHING
10,12,0.7,-32.904,1092848400,192.9937,1.79821,FISHING
10,12,0.628,-32.909,1092851040,183.9723,3.03989,FISHING
10,12,0.602,-32.908,1092852000,177.7975,3.01376,FISHING
10,12,0.502,-32.904,1092855600,177.7095,3.09122,FISHING
10,12,0.462,-32.884,1092857280,153.4357,2.95997,FISHING
10,12,0.428,-32.896,1092859200,199.4395,2.08811,FISHING
10,12,0.343,-32.896,1092862800,180,2.62544,FISHING
10,12,0.308,-32.9,1092863760,186.5197,4.08037,FISHING
10,12,0.276,-32.9,1092865500,180,2.04496,FISHING
10,12,0.287,-32.881,1092866400,59.9311,2.71245,FISHING
10,13,0.329,-32.765,1092870000,70.0957,3.81052,NOT_FISHING
10,13,0.351,-32.709,1092871740,68.5518,3.84489,NOT_FISHING
10,13,0.375,-32.647,1092873600,68.8382,3.97444,NOT_FISHING
10,13,0.386,-32.616,1092874560,70.4628,3.80995,NOT_FISHING
10,13,0.397,-32.589,1092875400,67.8331,3.85928,NOT_FISHING
10,13,0.418,-32.529,1092877200,70.7093,3.92688,NOT_FISHING
10,14,0.477,-32.416,1092881040,62.4287,3.69122,FISHING
10,14,0.509,-32.415,1092881940,1.7898,3.95553,FISHING
10,14,0.605,-32.411,1092884400,2.3858,4.34308,FISHING
10,14,0.745,-32.404,1092888000,2.8622,4.32965,FISHING
10,14,0.847,-32.4,1092890700,2.2455,4.20393,FISHING
10,14,0.883,-32.398,1092891600,3.1795,4.45465,FISHING
10,14,1.02,-32.394,1092895200,1.6721,4.23339,FISHING
10,14,1.155,-32.392,1092898800,0.8486,4.17027,FISHING
10,14,1.289,-32.394,1092902400,359.1451,4.13938,FISHING
10,14,1.336,-32.394,1092903480,0,4.83904,FISHING
10,14,1.424,-32.393,1092906000,0.6509,3.88325,FISHING
10,14,1.414,-32.391,1092909000,168.6934,0.377986,FISHING
10,14,1.418,-32.4,1092910980,293.9691,0.552961,FISHING
10,14,1.421,-32.41,1092913200,286.7042,0.522785,FISHING
10,14,1.423,-32.417,1092914700,285.9501,0.539521,FISHING
10,14,1.425,-32.426,1092916800,282.5327,0.488031,FISHING
10,14,1.359,-32.426,1092920400,180,2.03857,FISHING
10,14,1.31,-32.43,1092922020,184.6656,3.37449,FISHING
10,14,1.267,-32.436,1092924000,187.9416,2.43822,FISHING
10,14,1.147,-32.445,1092927600,184.2883,3.7169,FISHING
10,14,1.056,-32.441,1092930240,177.4836,3.83656,FISHING
10,14,1.024,-32.437,1092931200,172.8761,3.73533,FISHING
10,14,0.917,-32.435,1092934800,178.9293,3.30554,FISHING
10,14,0.878,-32.454,1092936240,205.9718,3.34982,FISHING
10,14,0.832,-32.452,1092938400,177.5107,2.37028,FISHING
10,14,0.739,-32.421,1092942000,161.5665,3.02789,FISHING
10,14,0.717,-32.424,1092942720,187.7646,3.42906,FISHING
10,14,0.684,-32.415,1092945600,164.7459,1.32064,FISHING
10,14,0.609,-32.419,1092949260,183.0527,2.28182,FISHING
10,14,0.543,-32.438,1092952800,196.0593,2.15731,FISHING
10,14,0.497,-32.506,1092956400,235.922,2.53571,FISHING
10,15,0.481,-32.634,1092959700,262.8753,4.34642,NOT_FISHING
10,15,0.47,-32.789,1092963600,265.9412,4.43025,NOT_FISHING
10,15,0.461,-32.932,1092967200,266.3992,4.4255,NOT_FISHING
10,15,0.454,-33.077,1092970800,267.2366,4.48376,NOT_FISHING
10,15,0.448,-33.202,1092973860,267.2523,4.54737,NOT_FISHING
10,15,0.434,-33.279,1092975840,259.6952,4.39502,NOT_FISHING
10,15,0.413,-33.356,1092978000,254.7448,4.10856,NOT_FISHING
10,15,0.396,-33.483,1092981420,262.3761,4.1659,NOT_FISHING
10,15,0.393,-33.627,1092985200,268.807,4.23682,NOT_FISHING
10,15,0.397,-33.779,1092989100,271.508,4.33515,NOT_FISHING
10,15,0.402,-33.908,1092992400,272.2202,4.34987,NOT_FISHING
10,15,0.412,-34.012,1092995040,275.4928,4.4005,NOT_FISHING
10,15,0.426,-34.067,1092996420,284.2817,4.57289,NOT_FISHING
10,15,0.459,-34.194,1092999600,284.5667,4.58814,NOT_FISHING
10,15,0.487,-34.304,1093002360,284.282,4.57285,NOT_FISHING
10,15,0.494,-34.338,1093003200,281.6342,4.59498,NOT_FISHING
10,15,0.532,-34.481,1093006800,284.8827,4.57003,NOT_FISHING
10,15,0.567,-34.621,1093010400,284.0375,4.45714,NOT_FISHING
10,15,0.577,-34.66,1093011360,284.3823,4.66321,NOT_FISHING
10,15,0.598,-34.749,1093013640,283.2775,4.45947,NOT_FISHING
10,15,0.634,-34.904,1093017600,283.0771,4.46793,NOT_FISHING
10,15,0.664,-35.035,1093020960,282.9003,4.44724,NOT_FISHING
10,15,0.695,-35.188,1093024800,281.4556,4.52014,NOT_FISHING
10,15,0.727,-35.341,1093028640,281.815,4.52595,NOT_FISHING
10,15,0.753,-35.478,1093032000,280.7476,4.61439,NOT_FISHING
10,15,0.771,-35.581,1093034580,279.9143,4.50607,NOT_FISHING
10,15,0.776,-35.624,1093035600,276.6334,4.71879,NOT_FISHING
10,15,0.8,-35.771,1093039200,279.2745,4.60015,NOT_FISHING
10,15,0.815,-35.87,1093041600,278.6172,4.63869,NOT_FISHING
10,15,0.825,-35.917,1093042800,282.013,4.45218,NOT_FISHING
10,15,0.838,-35.994,1093044720,279.5845,4.52203,NOT_FISHING
10,15,0.852,-36.063,1093046400,281.4713,4.6595,NOT_FISHING
10,15,0.863,-36.12,1093047840,280.9244,4.48219,NOT_FISHING
10,16,0.878,-36.209,1093050000,279.5684,4.64574,FISHING
10,16,0.883,-36.244,1093050900,278.1313,4.36764,FISHING
10,16,0.945,-36.336,1093053600,303.9806,4.56853,FISHING
10,16,1.028,-36.457,1093057200,304.4532,4.5317,FISHING
10,16,1.07,-36.522,1093059120,302.8736,4.48136,FISHING
10,16,1.111,-36.578,1093060800,306.2149,4.59317,FISHING
10,16,1.199,-36.695,1093064400,306.9549,4.52134,FISHING
10,16,1.248,-36.762,1093066500,306.1866,4.39451,FISHING
10,16,1.285,-36.813,1093068000,305.9677,4.67003,FISHING
10,16,1.375,-36.934,1093071600,306.6507,4.65706,FISHING
10,16,1.453,-37.042,1093074780,305.8473,4.65742,FISHING
10,16,1.457,-37.078,1093078800,276.3427,1.00158,FISHING
10,16,1.459,-37.088,1093080660,281.3136,0.609472,FISHING
10,16,1.461,-37.096,1093082400,284.0407,0.526814,FISHING
10,16,1.465,-37.116,1093086000,281.3138,0.629786,FISHING
10,16,1.466,-37.121,1093086900,281.3136,0.629785,FISHING
10,16,1.457,-37.119,1093089600,167.4751,0.379686,FISHING
10,16,1.432,-37.09,1093090860,130.7722,3.37833,FISHING
10,16,1.388,-37.044,1093093200,133.7351,3.02437,FISHING
10,16,1.321,-36.969,1093096800,131.7825,3.10582,FISHING
10,16,1.254,-36.893,1093100400,131.405,3.12896,FISHING
11,16,1.199,-36.827,1093104000,129.8113,2.65327,FISHING
11,16,1.159,-36.781,1093106400,131.0146,2.82396,FISHING
11,16,1.145,-36.774,1093107600,153.4395,1.45034,FISHING
11,16,1.089,-36.726,1093111740,139.4036,1.98084,FISHING
11,16,1.05,-36.672,1093114800,125.8419,2.42024,FISHING
11,16,1.003,-36.619,1093118400,131.5705,2.18781,FISHING
11,16,0.97,-36.576,1093120260,127.5079,3.24009,FISHING
11,16,0.953,-36.549,1093122000,122.1991,2.03876,FISHING
11,16,0.897,-36.475,1093125600,127.1199,2.86615,FISHING
11,16,0.894,-36.452,1093126500,97.4321,2.86537,FISHING
11,16,0.858,-36.4,1093129200,124.6979,2.60446,FISHING
11,16,0.869,-36.387,1093130160,49.7603,1.97235,FISHING
11,16,0.862,-36.316,1093132380,95.6308,3.57307,FISHING
11,16,0.854,-36.218,1093135500,94.6666,3.50389,FISHING
11,16,0.857,-36.197,1093136340,81.8688,2.80779,FISHING
11,16,0.953,-36.201,1093138920,357.6144,4.14107,FISHING
11,16,0.996,-36.2,1093140000,1.332,4.4284,FISHING
11,16,1.136,-36.201,1093143600,359.5908,4.32436,FISHING
11,16,1.195,-36.201,1093145160,0,4.20545,FISHING
11,16,1.276,-36.201,1093147200,0,4.41509,FISHING
11,16,1.416,-36.205,1093150800,358.3639,4.32601,FISHING
11,16,1.438,-36.208,1093151400,352.2373,4.11486,FISHING
11,16,1.556,-36.218,1093154400,355.1578,4.38933,FISHING
11,16,1.694,-36.223,1093158000,357.9259,4.26527,FISHING
11,16,1.796,-36.228,1093160700,357.195,4.20574,FISHING
11,16,1.83,-36.229,1093161600,358.3162,4.20251,FISHING
11,16,1.817,-36.232,1093165200,192.9883,0.41208,FISHING
11,16,1.819,-36.238,1093166640,288.4437,0.488153,FISHING
11,16,1.822,-36.25,1093168800,284.0432,0.636459,FISHING
11,16,1.826,-36.27,1093172400,281.3158,0.629677,FISHING
11,16,1.832,-36.274,1093175640,326.3235,0.247442,FISHING
11,16,1.757,-36.275,1093178700,180.7635,2.72561,FISHING
11,16,1.74,-36.28,1093179600,196.3824,2.18923,FISHING
11,16,1.689,-36.294,1093181520,195.3438,3.06278,FISHING
11,16,1.651,-36.317,1093183200,211.1745,2.93961,FISHING
11,16,1.601,-36.316,1093184940,178.8547,3.19589,FISHING
11,16,1.541,-36.338,1093186800,200.1296,3.82028,FISHING
11,16,1.444,-36.402,1093190580,213.4085,3.41819,FISHING
11,16,1.417,-36.396,1093191420,167.4749,3.66126,FISHING
11,16,1.359,-36.349,1093194000,140.9883,3.21706,FISHING
11,16,1.254,-36.321,1093197300,165.072,3.66159,FISHING
11,16,1.145,-36.315,1093201200,176.8499,3.11246,FISHING
11,16,1.065,-36.333,1093204800,192.6783,2.53275,FISHING
11,16,1.027,-36.332,1093206660,178.4928,2.27251,FISHING
11,16,0.982,-36.319,1093208400,163.8888,2.99329,FISHING
11,16,0.922,-36.349,1093211160,206.5621,2.70253,FISHING
11,16,0.903,-36.35,1093212000,183.0124,2.5186,FISHING
11,16,0.853,-36.32,1093215600,149.039,1.80098,FISHING
11,17,0.85,-36.256,1093217400,92.6836,3.9575,NOT_FISHING
11,17,0.847,-36.19,1093219200,92.6024,4.08091,NOT_FISHING
11,17,0.844,-36.144,1093220520,93.7315,3.88279,NOT_FISHING
11,17,0.843,-36.114,1093221360,91.9091,3.97302,NOT_FISHING
11,17,0.839,-36.06,1093222800,94.2365,4.18079,NOT_FISHING
11,17,0.836,-35.988,1093224720,92.3857,4.17298,NOT_FISHING
11,18,0.833,-35.925,1093226400,92.7261,4.17409,FISHING
11,18,0.846,-35.914,1093227000,40.2332,3.15583,FISHING
11,18,0.963,-35.914,1093230000,0,4.3366,FISHING
11,18,0.987,-35.917,1093230660,352.876,4.07491,FISHING
11,18,1.103,-35.914,1093233600,1.4812,4.38875,FISHING
11,18,1.195,-35.908,1093236060,3.7306,4.16734,FISHING
11,18,1.228,-35.904,1093236900,6.9097,4.40033,FISHING
11,18,1.379,-35.895,1093240800,3.41,4.31288,FISHING
11,18,1.434,-35.892,1093242240,3.1212,4.25334,FISHING
11,18,1.517,-35.886,1093244400,4.1332,4.28391,FISHING
11,18,1.597,-35.881,1093246500,3.5749,4.24426,FISHING
11,18,1.657,-35.882,1093248000,359.0456,4.44841,FISHING
11,18,1.802,-35.884,1093251600,359.2102,4.47911,FISHING
11,18,1.833,-35.884,1093252440,0,4.10362,FISHING
11,18,1.839,-35.897,1093255200,294.7865,0.576593,FISHING
11,18,1.843,-35.907,1093257240,291.8118,0.586801,FISHING
11,18,1.849,-35.913,1093258800,315.015,0.604664,FISHING
11,18,1.854,-35.921,1093260660,302.019,0.563773,FISHING
11,18,1.862,-35.933,1093262880,303.7042,0.722114,FISHING
11,18,1.865,-35.94,1093264320,293.2097,0.587817,FISHING
11,18,1.833,-35.932,1093266000,165.9706,2.18312,FISHING
11,18,1.819,-35.928,1093266840,164.0622,1.92733,FISHING
11,18,1.739,-35.942,1093269600,189.9218,3.27198,FISHING
11,18,1.723,-35.947,1093270500,197.3467,2.07099,FISHING
11,18,1.634,-35.962,1093273200,189.5629,3.71696,FISHING
11,18,1.535,-35.984,1093276440,192.5245,3.48044,FISHING
11,18,1.435,-36.013,1093280400,196.1674,2.92357,FISHING
11,18,1.414,-36.028,1093282380,215.5295,1.44914,FISHING
11,18,1.381,-36.037,1093284000,195.2509,2.34776,FISHING
11,18,1.297,-36.077,1093287600,205.4577,2.87355,FISHING
11,18,1.197,-36.107,1093291680,196.6958,2.84531,FISHING
11,18,1.107,-36.152,1093294800,206.5609,3.586,FISHING
11,18,1.022,-36.193,1093298220,205.747,3.06822,FISHING
11,18,1.093,-36.196,1093301940,357.5809,2.12416,FISHING
11,18,0.977,-36.244,1093305600,202.4766,3.81392,FISHING
11,18,0.929,-36.186,1093308420,129.6141,2.96835,FISHING
11,18,0.929,-36.173,1093309200,89.9999,1.85301,FISHING
11,18,0.936,-36.132,1093310400,80.3096,3.85364,FISHING
11,18,0.95,-36.074,1093312140,76.4273,3.81246,FISHING
11,18,0.956,-36.049,1093312800,76.5023,4.33097,FISHING
11,18,0.982,-35.923,1093316400,78.338,3.97327,FISHING
11,18,1.111,-35.9,1093320000,10.1074,4.0473,FISHING
11,18,1.154,-35.895,1093321200,6.6312,4.01132,FISHING
11,18,1.245,-35.885,1093323600,6.2696,4.24151,FISHING
11,18,1.396,-35.875,1093327680,3.7878,4.12431,FISHING
11,18,1.516,-35.873,1093330800,0.9545,4.27732,FISHING
11,18,1.568,-35.873,1093332180,0,4.18995,FISHING
11,18,1.654,-35.873,1093334400,0,4.30755,FISHING
11,18,1.796,-35.87,1093338000,1.2097,4.387,FISHING
11,18,1.95,-35.865,1093342140,1.8585,4.13841,FISHING
11,18,1.933,-35.866,1093345560,183.3645,0.553678,FISHING
11,18,1.943,-35.871,1093348080,333.4481,0.493276,FISHING
11,18,1.946,-35.872,1093348800,341.575,0.488346,FISHING
11,18,1.958,-35.88,1093351740,326.3254,0.545371,FISHING
11,18,1.96,-35.882,1093352400,315.0168,0.476386,FISHING
11,18,1.932,-35.9,1093356000,212.7205,1.02797,FISHING
11,18,1.84,-35.928,1093359600,196.9193,2.97021,FISHING
